id_venda,data,ano,mês,dia,id_cliente,customer_segment,regiao,estado,produto_categoria,produto_nome,canal_venda,quantidade,preco_unitario,pct_desconto,gross_revenue,discount_value,net_revenue,cost,profit,margin_pct,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
5323,2022-04-18 00:00:00,2022,Abril,18,4403,Pequenas Empresas,Nordeste,BA,Eletrônicos,Microfone Condensador,E-commerce,7,"R$ 734,14",5%,"R$ 5.138,98","R$ 273,29","R$ 4.865,68","R$ 2.600,36","R$ 2.265,33","46,56",,,,,,,
5324,2022-02-08 00:00:00,2022,Fevereiro,8,2402,Consumidor Final,Sudeste,RJ,Eletrônicos,Mouse Gamer,Loja Física,4,"R$ 696,36",3%,"R$ 2.785,46","R$ 80,67","R$ 2.704,79","R$ 1.520,93","R$ 1.183,85","43,77",,,,,,,
5325,2022-09-29 00:00:00,2022,Setembro,29,2031,Pequenas Empresas,Centro-Oeste,GO,Eletrônicos,Webcam 4K,E-commerce,11,"R$ 778,02",6%,"R$ 8.558,19","R$ 553,44","R$ 8.004,75","R$ 4.746,54","R$ 3.258,21","40,70",,,,,,,
5326,2022-05-19 00:00:00,2022,Maio,19,1936,Corporativo,Sudeste,SP,Eletrônicos,Headset Gamer,Loja Física,14,"R$ 542,75",9%,"R$ 7.598,45","R$ 676,03","R$ 6.922,43","R$ 3.953,70","R$ 2.968,72","42,89",,,,,,,
5327,2022-06-02 00:00:00,2022,Junho,2,2415,Pequenas Empresas,Sudeste,SP,Eletrônicos,Monitor Ultrawide,E-commerce,7,"R$ 734,87",9%,"R$ 5.144,08","R$ 481,94","R$ 4.662,15","R$ 2.720,64","R$ 1.941,51","41,64",,,,,,,
5328,2022-01-23 00:00:00,2022,Janeiro,23,1550,Pequenas Empresas,Sudeste,SP,Eletrônicos,Microfone Condensador,Loja Física,9,"R$ 752,60",7%,"R$ 6.773,44","R$ 494,55","R$ 6.278,89","R$ 3.806,50","R$ 2.472,39","39,38",,,,,,,
5329,2022-02-02 00:00:00,2022,Fevereiro,2,2802,Pequenas Empresas,Sudeste,RJ,Eletrônicos,Headset Gamer,Loja Física,10,"R$ 675,25",8%,"R$ 6.752,53","R$ 562,54","R$ 6.189,99","R$ 3.370,74","R$ 2.819,25","45,55",,,,,,,
5330,2022-05-28 00:00:00,2022,Maio,28,3124,Pequenas Empresas,Sudeste,RJ,Móveis,Mesa Gamer,Loja Física,8,"R$ 625,32",9%,"R$ 5.002,59","R$ 436,98","R$ 4.565,61","R$ 3.025,51","R$ 1.540,10","33,73",,,,,,,
5331,2022-07-03 00:00:00,2022,Julho,3,2917,Corporativo,Nordeste,PE,Eletrônicos,Mouse Gamer,E-commerce,17,"R$ 672,21",11%,"R$ 11.427,57","R$ 1.225,96","R$ 10.201,61","R$ 5.590,19","R$ 4.611,42","45,20",,,,,,,
5332,2022-10-06 00:00:00,2022,Outubro,6,2320,Consumidor Final,Sudeste,MG,Eletrônicos,Microfone Condensador,Loja Física,2,"R$ 715,50",3%,"R$ 1.431,01","R$ 38,96","R$ 1.392,05","R$ 824,33","R$ 567,72","40,78",,,,,,,
5333,2022-08-30 00:00:00,2022,Agosto,30,2501,Corporativo,Sudeste,RJ,Eletrônicos,Webcam 4K,Loja Física,12,"R$ 753,00",11%,"R$ 9.035,95","R$ 969,58","R$ 8.066,36","R$ 4.936,66","R$ 3.129,70","38,80",,,,,,,
5334,2022-04-01 00:00:00,2022,Abril,1,3433,Corporativo,Sudeste,SP,Móveis,Mesa Gamer,E-commerce,11,"R$ 736,04",10%,"R$ 8.096,45","R$ 812,62","R$ 7.283,82","R$ 4.638,91","R$ 2.644,91","36,31",,,,,,,
5335,2022-11-03 00:00:00,2022,Novembro,3,1667,Corporativo,Nordeste,BA,Eletrônicos,Cadeira Gamer,E-commerce,11,"R$ 704,96",12%,"R$ 7.754,51","R$ 929,67","R$ 6.824,84","R$ 4.618,29","R$ 2.206,55","32,33",,,,,,,
5336,2022-02-28 00:00:00,2022,Fevereiro,28,2627,Consumidor Final,Centro-Oeste,GO,Eletrônicos,Teclado Mecânico,E-commerce,1,"R$ 755,16",3%,"R$ 755,16","R$ 19,64","R$ 735,52","R$ 400,51","R$ 335,01","45,55",,,,,,,
5337,2022-06-11 00:00:00,2022,Junho,11,3096,Pequenas Empresas,Sudeste,RJ,Eletrônicos,Mouse Gamer,Loja Física,9,"R$ 697,37",6%,"R$ 6.276,30","R$ 353,68","R$ 5.922,63","R$ 3.304,91","R$ 2.617,71","44,20",,,,,,,
5338,2022-05-16 00:00:00,2022,Maio,16,3816,Corporativo,Sul,PR,Eletrônicos,Monitor Ultrawide,E-commerce,6,"R$ 769,99",8%,"R$ 4.619,92","R$ 362,60","R$ 4.257,33","R$ 2.811,18","R$ 1.446,15","33,97",,,,,,,
5339,2022-09-19 00:00:00,2022,Setembro,19,4776,Corporativo,Centro-Oeste,GO,Eletrônicos,Monitor Ultrawide,E-commerce,6,"R$ 630,95",11%,"R$ 3.785,68","R$ 428,39","R$ 3.357,29","R$ 2.164,25","R$ 1.193,04","35,54",,,,,,,
5340,2022-09-30 00:00:00,2022,Setembro,30,2648,Corporativo,Centro-Oeste,GO,Eletrônicos,Microfone Condensador,Loja Física,10,"R$ 793,87",11%,"R$ 7.938,71","R$ 885,13","R$ 7.053,59","R$ 4.171,56","R$ 2.882,03","40,86",,,,,,,
5341,2022-07-20 00:00:00,2022,Julho,20,2056,Consumidor Final,Centro-Oeste,GO,Móveis,Mesa Gamer,E-commerce,2,"R$ 678,63",5%,"R$ 1.357,26","R$ 62,11","R$ 1.295,16","R$ 848,74","R$ 446,41","34,47",,,,,,,
5342,2022-12-15 00:00:00,2022,Dezembro,15,1835,Pequenas Empresas,Centro-Oeste,GO,Eletrônicos,Headset Gamer,E-commerce,6,"R$ 556,53",9%,"R$ 3.339,21","R$ 313,89","R$ 3.025,32","R$ 1.762,71","R$ 1.262,60","41,73",,,,,,,
5343,2022-12-03 00:00:00,2022,Dezembro,3,4404,Pequenas Empresas,Sudeste,SP,Móveis,Mesa Gamer,Loja Física,5,"R$ 625,24",5%,"R$ 3.126,21","R$ 157,47","R$ 2.968,74","R$ 1.972,36","R$ 996,38","33,56",,,,,,,
5344,2022-11-04 00:00:00,2022,Novembro,4,4828,Corporativo,Sul,SC,Eletrônicos,Headset Gamer,Loja Física,8,"R$ 582,94",12%,"R$ 4.663,50","R$ 569,06","R$ 4.094,44","R$ 2.332,51","R$ 1.761,93","43,03",,,,,,,
5345,2022-02-25 00:00:00,2022,Fevereiro,25,3332,Pequenas Empresas,Sudeste,MG,Eletrônicos,Microfone Condensador,E-commerce,5,"R$ 778,20",6%,"R$ 3.891,00","R$ 217,61","R$ 3.673,39","R$ 1.923,63","R$ 1.749,76","47,63",,,,,,,
5346,2022-11-11 00:00:00,2022,Novembro,11,3937,Corporativo,Sul,PR,Eletrônicos,Webcam 4K,Loja Física,15,"R$ 748,92",12%,"R$ 11.233,87","R$ 1.335,75","R$ 9.898,12","R$ 5.727,16","R$ 4.170,95","42,14",,,,,,,
5347,2022-10-20 00:00:00,2022,Outubro,20,1917,Pequenas Empresas,Nordeste,BA,Eletrônicos,Teclado Mecânico,Loja Física,12,"R$ 740,79",9%,"R$ 8.889,54","R$ 763,25","R$ 8.126,29","R$ 4.296,57","R$ 3.829,71","47,13",,,,,,,
5348,2022-11-15 00:00:00,2022,Novembro,15,3097,Corporativo,Nordeste,CE,Móveis,Mesa Gamer,E-commerce,7,"R$ 635,54",11%,"R$ 4.448,80","R$ 475,99","R$ 3.972,81","R$ 2.517,26","R$ 1.455,54","36,64",,,,,,,
5349,2022-04-07 00:00:00,2022,Abril,7,1018,Corporativo,Nordeste,BA,Eletrônicos,Teclado Mecânico,Loja Física,11,"R$ 762,74",14%,"R$ 8.390,19","R$ 1.192,64","R$ 7.197,56","R$ 4.125,12","R$ 3.072,43","42,69",,,,,,,
5350,2022-09-12 00:00:00,2022,Setembro,12,4325,Pequenas Empresas,Sudeste,SP,Eletrônicos,Webcam 4K,E-commerce,7,"R$ 704,43",9%,"R$ 4.931,02","R$ 421,40","R$ 4.509,62","R$ 2.612,11","R$ 1.897,51","42,08",,,,,,,
5351,2022-10-13 00:00:00,2022,Outubro,13,4889,Corporativo,Sudeste,RJ,Eletrônicos,Teclado Mecânico,E-commerce,7,"R$ 789,12",9%,"R$ 5.523,86","R$ 505,89","R$ 5.017,97","R$ 3.004,85","R$ 2.013,12","40,12",,,,,,,
5352,2022-10-04 00:00:00,2022,Outubro,4,2087,Consumidor Final,Nordeste,PE,Eletrônicos,Mouse Gamer,E-commerce,10,"R$ 802,56",2%,"R$ 8.025,60","R$ 184,68","R$ 7.840,92","R$ 4.165,63","R$ 3.675,29","46,87",,,,,,,
5353,2022-07-15 00:00:00,2022,Julho,15,1427,Corporativo,Sudeste,MG,Eletrônicos,Mouse Gamer,E-commerce,6,"R$ 825,32",10%,"R$ 4.951,92","R$ 511,69","R$ 4.440,22","R$ 2.303,99","R$ 2.136,23","48,11",,,,,,,
5354,2022-01-01 00:00:00,2022,Janeiro,1,1981,Corporativo,Sudeste,RJ,Eletrônicos,Microfone Condensador,E-commerce,8,"R$ 842,92",10%,"R$ 6.743,35","R$ 695,36","R$ 6.047,99","R$ 3.467,63","R$ 2.580,35","42,66",,,,,,,
5355,2022-04-11 00:00:00,2022,Abril,11,1363,Corporativo,Sul,SC,Eletrônicos,Cadeira Gamer,Loja Física,6,"R$ 684,91",5%,"R$ 4.109,44","R$ 209,62","R$ 3.899,82","R$ 2.348,95","R$ 1.550,87","39,77",,,,,,,
5356,2022-03-22 00:00:00,2022,Março,22,2893,Corporativo,Sudeste,RJ,Eletrônicos,Teclado Mecânico,E-commerce,7,"R$ 703,77",11%,"R$ 4.926,38","R$ 538,62","R$ 4.387,76","R$ 2.210,82","R$ 2.176,94","49,61",,,,,,,
5357,2022-12-03 00:00:00,2022,Dezembro,3,1621,Corporativo,Sudeste,MG,Eletrônicos,Microfone Condensador,E-commerce,17,"R$ 782,80",10%,"R$ 13.307,68","R$ 1.375,18","R$ 11.932,50","R$ 7.222,45","R$ 4.710,05","39,47",,,,,,,
5358,2022-02-22 00:00:00,2022,Fevereiro,22,2456,Consumidor Final,Sul,RS,Móveis,Mesa Gamer,E-commerce,1,"R$ 722,10",3%,"R$ 722,10","R$ 19,74","R$ 702,36","R$ 459,55","R$ 242,81","34,57",,,,,,,
5359,2022-06-15 00:00:00,2022,Junho,15,3571,Corporativo,Sul,RS,Eletrônicos,Headset Gamer,Loja Física,15,"R$ 558,79",12%,"R$ 8.381,90","R$ 1.035,29","R$ 7.346,61","R$ 3.643,51","R$ 3.703,10","50,41",,,,,,,
5360,2022-12-26 00:00:00,2022,Dezembro,26,2987,Corporativo,Centro-Oeste,GO,Eletrônicos,Teclado Mecânico,E-commerce,25,"R$ 711,39",11%,"R$ 17.784,73","R$ 1.971,24","R$ 15.813,48","R$ 10.207,10","R$ 5.606,38","35,45",,,,,,,
5361,2022-02-02 00:00:00,2022,Fevereiro,2,4626,Corporativo,Sul,RS,Eletrônicos,Webcam 4K,E-commerce,7,"R$ 710,83",14%,"R$ 4.975,79","R$ 673,49","R$ 4.302,31","R$ 2.914,86","R$ 1.387,45","32,25",,,,,,,
5362,2022-10-19 00:00:00,2022,Outubro,19,1535,Corporativo,Sudeste,MG,Eletrônicos,Microfone Condensador,Loja Física,5,"R$ 755,49",12%,"R$ 3.777,43","R$ 453,95","R$ 3.323,48","R$ 1.922,77","R$ 1.400,71","42,15",,,,,,,
5363,2022-07-12 00:00:00,2022,Julho,12,1514,Corporativo,Nordeste,PE,Eletrônicos,Cadeira Gamer,E-commerce,5,"R$ 707,59",13%,"R$ 3.537,96","R$ 461,20","R$ 3.076,77","R$ 2.078,11","R$ 998,66","32,46",,,,,,,
5364,2022-11-04 00:00:00,2022,Novembro,4,3786,Pequenas Empresas,Sudeste,MG,Móveis,Mesa Gamer,Loja Física,6,"R$ 584,66",8%,"R$ 3.507,93","R$ 271,17","R$ 3.236,77","R$ 2.020,49","R$ 1.216,28","37,58",,,,,,,
5365,2022-04-22 00:00:00,2022,Abril,22,3487,Pequenas Empresas,Sul,RS,Móveis,Mesa Gamer,E-commerce,3,"R$ 587,47",7%,"R$ 1.762,40","R$ 131,67","R$ 1.630,74","R$ 1.203,85","R$ 426,88","26,18",,,,,,,
5366,2022-05-17 00:00:00,2022,Maio,17,2713,Pequenas Empresas,Sul,SC,Eletrônicos,Headset Gamer,E-commerce,12,"R$ 595,34",10%,"R$ 7.144,06","R$ 717,08","R$ 6.426,99","R$ 3.235,34","R$ 3.191,64","49,66",,,,,,,
5367,2022-05-11 00:00:00,2022,Maio,11,1901,Consumidor Final,Sul,SC,Eletrônicos,Monitor Ultrawide,E-commerce,2,"R$ 707,58",1%,"R$ 1.415,15","R$ 21,10","R$ 1.394,05","R$ 793,07","R$ 600,98","43,11",,,,,,,
5368,2022-07-25 00:00:00,2022,Julho,25,1894,Corporativo,Centro-Oeste,GO,Móveis,Mesa Gamer,E-commerce,5,"R$ 742,30",10%,"R$ 3.711,52","R$ 353,98","R$ 3.357,54","R$ 2.285,48","R$ 1.072,06","31,93",,,,,,,
5369,2022-10-10 00:00:00,2022,Outubro,10,4659,Consumidor Final,Nordeste,PE,Eletrônicos,Cadeira Gamer,E-commerce,4,"R$ 762,53",4%,"R$ 3.050,12","R$ 132,60","R$ 2.917,52","R$ 2.016,00","R$ 901,52","30,90",,,,,,,
5370,2022-12-18 00:00:00,2022,Dezembro,18,3173,Corporativo,Sul,SC,Eletrônicos,Webcam 4K,E-commerce,10,"R$ 836,92",12%,"R$ 8.369,19","R$ 1.030,45","R$ 7.338,74","R$ 4.287,33","R$ 3.051,41","41,58",,,,,,,
5371,2022-12-25 00:00:00,2022,Dezembro,25,2700,Consumidor Final,Nordeste,CE,Móveis,Mesa Gamer,E-commerce,1,"R$ 730,97",6%,"R$ 730,97","R$ 46,96","R$ 684,01","R$ 502,22","R$ 181,79","26,58",,,,,,,
5372,2022-11-20 00:00:00,2022,Novembro,20,2771,Corporativo,Sudeste,MG,Eletrônicos,Cadeira Gamer,Loja Física,13,"R$ 724,12",12%,"R$ 9.413,57","R$ 1.096,65","R$ 8.316,92","R$ 5.663,59","R$ 2.653,33","31,90",,,,,,,
5373,2022-02-04 00:00:00,2022,Fevereiro,4,4270,Pequenas Empresas,Centro-Oeste,GO,Eletrônicos,Monitor Ultrawide,Loja Física,5,"R$ 677,59",8%,"R$ 3.387,94","R$ 283,18","R$ 3.104,76","R$ 1.890,53","R$ 1.214,23","39,11",,,,,,,
5374,2022-12-23 00:00:00,2022,Dezembro,23,3160,Consumidor Final,Nordeste,PE,Eletrônicos,Cadeira Gamer,E-commerce,1,"R$ 786,45",4%,"R$ 786,45","R$ 31,34","R$ 755,11","R$ 510,82","R$ 244,29","32,35",,,,,,,
5375,2022-07-01 00:00:00,2022,Julho,1,3770,Pequenas Empresas,Sudeste,MG,Eletrônicos,Microfone Condensador,Loja Física,7,"R$ 883,28",11%,"R$ 6.182,93","R$ 689,20","R$ 5.493,72","R$ 3.239,17","R$ 2.254,55","41,04",,,,,,,
5376,2022-12-09 00:00:00,2022,Dezembro,9,4256,Corporativo,Centro-Oeste,GO,Eletrônicos,Monitor Ultrawide,Loja Física,12,"R$ 692,55",11%,"R$ 8.310,55","R$ 935,44","R$ 7.375,12","R$ 4.327,82","R$ 3.047,30","41,32",,,,,,,
5377,2022-07-20 00:00:00,2022,Julho,20,3498,Consumidor Final,Sul,PR,Eletrônicos,Webcam 4K,E-commerce,2,"R$ 703,67",5%,"R$ 1.407,35","R$ 65,34","R$ 1.342,01","R$ 753,79","R$ 588,21","43,83",,,,,,,
5378,2022-11-27 00:00:00,2022,Novembro,27,4915,Pequenas Empresas,Sudeste,MG,Eletrônicos,Teclado Mecânico,E-commerce,8,"R$ 666,21",12%,"R$ 5.329,70","R$ 621,62","R$ 4.708,08","R$ 2.631,95","R$ 2.076,13","44,10",,,,,,,
5379,2022-08-16 00:00:00,2022,Agosto,16,4455,Corporativo,Sul,SC,Móveis,Mesa Gamer,Loja Física,9,"R$ 621,21",10%,"R$ 5.590,89","R$ 551,16","R$ 5.039,73","R$ 3.322,01","R$ 1.717,72","34,08",,,,,,,
5380,2022-11-19 00:00:00,2022,Novembro,19,4354,Consumidor Final,Sudeste,RJ,Eletrônicos,Mouse Gamer,E-commerce,6,"R$ 692,80",4%,"R$ 4.156,79","R$ 170,42","R$ 3.986,38","R$ 2.185,90","R$ 1.800,48","45,17",,,,,,,
5381,2022-09-24 00:00:00,2022,Setembro,24,2844,Corporativo,Sudeste,MG,Eletrônicos,Microfone Condensador,Loja Física,7,"R$ 763,00",9%,"R$ 5.341,00","R$ 472,17","R$ 4.868,83","R$ 2.670,03","R$ 2.198,81","45,16",,,,,,,
5382,2022-10-16 00:00:00,2022,Outubro,16,3462,Corporativo,Nordeste,PE,Eletrônicos,Teclado Mecânico,Loja Física,10,"R$ 695,80",11%,"R$ 6.958,02","R$ 748,97","R$ 6.209,05","R$ 3.689,80","R$ 2.519,24","40,57",,,,,,,
5383,2022-05-06 00:00:00,2022,Maio,6,4177,Consumidor Final,Nordeste,CE,Eletrônicos,Monitor Ultrawide,E-commerce,1,"R$ 755,05",2%,"R$ 755,05","R$ 16,65","R$ 738,40","R$ 492,62","R$ 245,79","33,29",,,,,,,
5384,2022-09-27 00:00:00,2022,Setembro,27,1712,Corporativo,Sudeste,MG,Móveis,Mesa Gamer,Loja Física,4,"R$ 630,39",6%,"R$ 2.521,57","R$ 146,24","R$ 2.375,33","R$ 1.736,06","R$ 639,28","26,91",,,,,,,
5385,2022-11-22 00:00:00,2022,Novembro,22,3437,Corporativo,Nordeste,CE,Eletrônicos,Monitor Ultrawide,E-commerce,18,"R$ 647,65",8%,"R$ 11.657,78","R$ 989,70","R$ 10.668,08","R$ 6.626,94","R$ 4.041,14","37,88",,,,,,,
5386,2022-12-25 00:00:00,2022,Dezembro,25,2322,Pequenas Empresas,Centro-Oeste,GO,Eletrônicos,Microfone Condensador,E-commerce,14,"R$ 813,24",9%,"R$ 11.385,35","R$ 1.012,83","R$ 10.372,52","R$ 6.413,90","R$ 3.958,62","38,16",,,,,,,
5387,2022-09-08 00:00:00,2022,Setembro,8,2742,Corporativo,Sul,SC,Eletrônicos,Mouse Gamer,Loja Física,9,"R$ 791,39",14%,"R$ 7.122,54","R$ 967,09","R$ 6.155,45","R$ 3.394,14","R$ 2.761,30","44,86",,,,,,,
5388,2022-08-02 00:00:00,2022,Agosto,2,1619,Pequenas Empresas,Centro-Oeste,GO,Eletrônicos,Mouse Gamer,Loja Física,11,"R$ 771,64",6%,"R$ 8.487,99","R$ 500,10","R$ 7.987,90","R$ 4.073,77","R$ 3.914,13","49,00",,,,,,,
5389,2022-05-20 00:00:00,2022,Maio,20,4062,Pequenas Empresas,Sul,RS,Eletrônicos,Headset Gamer,E-commerce,8,"R$ 558,98",7%,"R$ 4.471,82","R$ 296,53","R$ 4.175,29","R$ 2.231,07","R$ 1.944,22","46,56",,,,,,,
5390,2022-02-14 00:00:00,2022,Fevereiro,14,4113,Corporativo,Sudeste,RJ,Eletrônicos,Webcam 4K,E-commerce,4,"R$ 826,30",11%,"R$ 3.305,19","R$ 370,23","R$ 2.934,96","R$ 1.707,78","R$ 1.227,18","41,81",,,,,,,
5391,2022-08-28 00:00:00,2022,Agosto,28,1675,Corporativo,Sul,PR,Eletrônicos,Teclado Mecânico,Loja Física,15,"R$ 668,73",13%,"R$ 10.030,99","R$ 1.291,50","R$ 8.739,49","R$ 5.611,70","R$ 3.127,79","35,79",,,,,,,
5392,2022-09-28 00:00:00,2022,Setembro,28,1421,Pequenas Empresas,Nordeste,CE,Eletrônicos,Headset Gamer,E-commerce,3,"R$ 665,46",8%,"R$ 1.996,38","R$ 163,45","R$ 1.832,92","R$ 1.114,40","R$ 718,52","39,20",,,,,,,
5393,2022-12-27 00:00:00,2022,Dezembro,27,3532,Corporativo,Nordeste,BA,Eletrônicos,Teclado Mecânico,E-commerce,4,"R$ 780,52",14%,"R$ 3.122,07","R$ 438,27","R$ 2.683,79","R$ 1.526,53","R$ 1.157,26","43,12",,,,,,,
5394,2022-01-07 00:00:00,2022,Janeiro,7,4114,Consumidor Final,Nordeste,PE,Eletrônicos,Teclado Mecânico,E-commerce,3,"R$ 828,75",5%,"R$ 2.486,26","R$ 114,60","R$ 2.371,67","R$ 1.249,94","R$ 1.121,73","47,30",,,,,,,
5395,2022-02-23 00:00:00,2022,Fevereiro,23,1516,Corporativo,Sul,PR,Eletrônicos,Headset Gamer,E-commerce,15,"R$ 650,77",11%,"R$ 9.761,59","R$ 1.074,87","R$ 8.686,71","R$ 5.100,95","R$ 3.585,77","41,28",,,,,,,
5396,2022-01-28 00:00:00,2022,Janeiro,28,3443,Corporativo,Sul,RS,Eletrônicos,Webcam 4K,Loja Física,13,"R$ 790,40",12%,"R$ 10.275,24","R$ 1.213,21","R$ 9.062,03","R$ 5.399,09","R$ 3.662,94","40,42",,,,,,,
5397,2022-12-28 00:00:00,2022,Dezembro,28,3960,Consumidor Final,Nordeste,PE,Eletrônicos,Microfone Condensador,Loja Física,1,"R$ 746,79",6%,"R$ 746,79","R$ 41,46","R$ 705,34","R$ 399,83","R$ 305,51","43,31",,,,,,,
5398,2022-04-18 00:00:00,2022,Abril,18,1592,Consumidor Final,Centro-Oeste,GO,Eletrônicos,Microfone Condensador,E-commerce,1,"R$ 760,18",7%,"R$ 760,18","R$ 53,52","R$ 706,66","R$ 377,64","R$ 329,02","46,56",,,,,,,
5399,2022-07-20 00:00:00,2022,Julho,20,4868,Corporativo,Sul,PR,Eletrônicos,Cadeira Gamer,Loja Física,8,"R$ 691,58",12%,"R$ 5.532,62","R$ 641,29","R$ 4.891,33","R$ 3.142,69","R$ 1.748,64","35,75",,,,,,,
5400,2022-05-03 00:00:00,2022,Maio,3,1712,Corporativo,Sudeste,MG,Eletrônicos,Headset Gamer,E-commerce,13,"R$ 545,17",9%,"R$ 7.087,21","R$ 634,18","R$ 6.453,03","R$ 3.521,60","R$ 2.931,43","45,43",,,,,,,
5401,2022-08-15 00:00:00,2022,Agosto,15,4678,Pequenas Empresas,Nordeste,PE,Eletrônicos,Webcam 4K,Loja Física,7,"R$ 797,20",6%,"R$ 5.580,39","R$ 319,25","R$ 5.261,14","R$ 3.267,35","R$ 1.993,79","37,90",,,,,,,
5402,2022-09-12 00:00:00,2022,Setembro,12,2713,Pequenas Empresas,Sul,PR,Eletrônicos,Cadeira Gamer,E-commerce,5,"R$ 716,25",9%,"R$ 3.581,25","R$ 339,37","R$ 3.241,88","R$ 2.110,68","R$ 1.131,20","34,89",,,,,,,
5403,2022-02-14 00:00:00,2022,Fevereiro,14,2251,Corporativo,Nordeste,BA,Eletrônicos,Monitor Ultrawide,Loja Física,10,"R$ 763,02",11%,"R$ 7.630,23","R$ 821,10","R$ 6.809,13","R$ 4.539,65","R$ 2.269,48","33,33",,,,,,,
5404,2022-04-29 00:00:00,2022,Abril,29,1084,Corporativo,Sudeste,MG,Eletrônicos,Cadeira Gamer,E-commerce,5,"R$ 782,14",9%,"R$ 3.910,71","R$ 352,73","R$ 3.557,98","R$ 2.407,48","R$ 1.150,50","32,34",,,,,,,
5405,2022-06-09 00:00:00,2022,Junho,9,1318,Consumidor Final,Nordeste,CE,Eletrônicos,Webcam 4K,Loja Física,1,"R$ 813,70",4%,"R$ 813,70","R$ 34,56","R$ 779,15","R$ 428,24","R$ 350,91","45,04",,,,,,,
5406,2022-11-26 00:00:00,2022,Novembro,26,4865,Pequenas Empresas,Nordeste,CE,Eletrônicos,Headset Gamer,E-commerce,9,"R$ 608,94",9%,"R$ 5.480,46","R$ 509,75","R$ 4.970,70","R$ 2.456,76","R$ 2.513,94","50,58",,,,,,,
5407,2022-04-15 00:00:00,2022,Abril,15,3861,Pequenas Empresas,Centro-Oeste,GO,Eletrônicos,Webcam 4K,Loja Física,4,"R$ 754,62",9%,"R$ 3.018,47","R$ 282,81","R$ 2.735,66","R$ 1.749,19","R$ 986,47","36,06",,,,,,,
5408,2022-01-31 00:00:00,2022,Janeiro,31,2978,Corporativo,Nordeste,BA,Eletrônicos,Cadeira Gamer,Loja Física,5,"R$ 666,41",11%,"R$ 3.332,05","R$ 376,01","R$ 2.956,04","R$ 1.945,35","R$ 1.010,69","34,19",,,,,,,
5409,2022-01-11 00:00:00,2022,Janeiro,11,3287,Consumidor Final,Sul,RS,Eletrônicos,Headset Gamer,E-commerce,2,"R$ 651,11",4%,"R$ 1.302,23","R$ 46,75","R$ 1.255,47","R$ 698,29","R$ 557,19","44,38",,,,,,,
5410,2022-05-12 00:00:00,2022,Maio,12,4498,Corporativo,Sudeste,MG,Eletrônicos,Headset Gamer,E-commerce,9,"R$ 626,00",12%,"R$ 5.633,98","R$ 674,13","R$ 4.959,85","R$ 2.714,68","R$ 2.245,17","45,27",,,,,,,
5411,2022-08-09 00:00:00,2022,Agosto,9,1666,Pequenas Empresas,Sudeste,MG,Eletrônicos,Webcam 4K,Loja Física,6,"R$ 860,57",9%,"R$ 5.163,40","R$ 445,57","R$ 4.717,83","R$ 2.814,02","R$ 1.903,81","40,35",,,,,,,
5412,2022-02-26 00:00:00,2022,Fevereiro,26,1894,Pequenas Empresas,Sul,RS,Eletrônicos,Monitor Ultrawide,E-commerce,4,"R$ 720,66",7%,"R$ 2.882,65","R$ 188,52","R$ 2.694,12","R$ 1.712,04","R$ 982,08","36,45",,,,,,,
5413,2022-08-13 00:00:00,2022,Agosto,13,1397,Pequenas Empresas,Nordeste,CE,Eletrônicos,Teclado Mecânico,Loja Física,5,"R$ 735,19",6%,"R$ 3.675,97","R$ 236,80","R$ 3.439,17","R$ 1.824,91","R$ 1.614,27","46,94",,,,,,,
5414,2022-04-17 00:00:00,2022,Abril,17,3812,Pequenas Empresas,Centro-Oeste,GO,Eletrônicos,Teclado Mecânico,Loja Física,7,"R$ 766,38",8%,"R$ 5.364,67","R$ 421,61","R$ 4.943,06","R$ 2.716,37","R$ 2.226,69","45,05",,,,,,,
5415,2022-06-11 00:00:00,2022,Junho,11,1083,Pequenas Empresas,Sudeste,RJ,Eletrônicos,Cadeira Gamer,E-commerce,7,"R$ 742,26",8%,"R$ 5.195,80","R$ 417,77","R$ 4.778,03","R$ 3.183,90","R$ 1.594,14","33,36",,,,,,,
5416,2022-10-01 00:00:00,2022,Outubro,1,1415,Corporativo,Sul,PR,Eletrônicos,Monitor Ultrawide,E-commerce,7,"R$ 776,89",11%,"R$ 5.438,26","R$ 593,66","R$ 4.844,61","R$ 3.246,29","R$ 1.598,31","32,99",,,,,,,
5417,2022-09-09 00:00:00,2022,Setembro,9,2108,Corporativo,Sudeste,RJ,Eletrônicos,Webcam 4K,Loja Física,10,"R$ 757,82",8%,"R$ 7.578,18","R$ 630,89","R$ 6.947,29","R$ 4.097,29","R$ 2.850,00","41,02",,,,,,,
5418,2022-08-18 00:00:00,2022,Agosto,18,2493,Pequenas Empresas,Sudeste,SP,Eletrônicos,Teclado Mecânico,Loja Física,8,"R$ 709,22",9%,"R$ 5.673,79","R$ 512,01","R$ 5.161,78","R$ 2.699,36","R$ 2.462,42","47,70",,,,,,,
5419,2022-12-02 00:00:00,2022,Dezembro,2,2974,Consumidor Final,Centro-Oeste,GO,Móveis,Mesa Gamer,Loja Física,1,"R$ 736,94",8%,"R$ 736,94","R$ 61,49","R$ 675,45","R$ 459,20","R$ 216,25","32,02",,,,,,,
